trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2020-01-01 00:10:00,3359248599478010,merchant_C,entertainment,333.73,John,Smith,F,456 Oak St,Los Angeles,NY,47561,40.621163956096915,-77.87719276047397,137373,Artist,1974-08-09 17:38:02,T10,1103118057,36.53357299664217,-79.638105237336,0
2020-01-01 00:11:00,3236984031077269,merchant_B,shopping,279.87,John,Doe,F,456 Oak St,New York,CA,11411,39.199435991797664,-100.89327524953288,158617,Artist,1973-02-20 15:34:00,T11,1114191572,37.262916489987724,-117.9077027453749,0
2020-01-01 00:12:00,9412444694159330,merchant_A,shopping,79.53,Alice,Doe,F,789 Pine St,Chicago,CA,11093,37.920640264929055,-82.17240126216957,673195,Lawyer,1992-12-07 05:12:32,T12,1586569184,40.34453360553229,-83.27660756634015,0
2020-01-01 00:13:00,3767516158969730,merchant_A,food,383.08,John,Taylor,M,123 Elm St,New York,NY,19161,40.53895461853332,-77.37855217066861,558474,Lawyer,1976-11-22 22:47:15,T13,1310701768,34.637314936392684,-101.33096379352385,0
2020-01-01 00:14:00,1048932704458663,merchant_A,shopping,334.47,Bob,Taylor,M,123 Elm St,Los Angeles,CA,86182,34.92385389998337,-83.83173757658088,537147,Doctor,1951-08-08 23:00:16,T14,1334921328,40.85140231791956,-84.44138168358458,0
2020-01-01 00:15:00,4175191067139128,merchant_B,entertainment,474.89,Alice,Smith,F,456 Oak St,Chicago,IL,34081,35.42771250201279,-109.57547892863985,416924,Artist,1985-11-30 12:12:01,T15,1267681911,35.06449513752515,-85.11279459092742,1
2020-01-01 00:16:00,4040776523317341,merchant_A,food,125.83,Alice,Doe,F,789 Pine St,New York,IL,22907,34.60382377757695,-90.30905399979979,328288,Engineer,1957-10-13 21:38:30,T16,1013875948,37.890819959091544,-117.81926055579069,0
2020-01-01 00:17:00,6560293838173169,merchant_C,entertainment,103.07,John,Doe,F,456 Oak St,Los Angeles,NY,96792,37.95025608275232,-113.59188334974903,854523,Doctor,1971-12-20 08:32:18,T17,1433440045,40.51394518695591,-108.14340680464151,0
2020-01-01 00:18:00,8340832375760405,merchant_C,food,220.98,Jane,Smith,F,456 Oak St,Chicago,IL,48562,36.64588273655352,-74.21447155779468,375517,Artist,1959-01-15 13:14:58,T18,1244100896,40.67192446107428,-99.42676879691271,0
2020-01-01 00:19:00,3266875575892956,merchant_B,entertainment,172.23,John,Brown,M,789 Pine St,Chicago,IL,39274,34.077333024528066,-99.6778082896843,447925,Engineer,1952-01-16 00:01:56,T19,1573686561,39.29508371064874,-101.37262212363942,0
2020-01-01 00:20:00,6784125704722944,merchant_A,shopping,79.89,John,Brown,F,789 Pine St,New York,IL,16771,38.03833430420778,-115.86282872514676,336274,Artist,1955-09-01 00:34:49,T20,1177019259,37.426554196899346,-108.61431099821908,0
2020-01-01 00:21:00,3278997464903297,merchant_B,entertainment,323.22,Alice,Doe,M,789 Pine St,Chicago,IL,13253,36.86958828110425,-77.95886478853254,53137,Lawyer,1973-06-11 11:14:07,T21,1574089038,35.7894549599511,-82.19777766768513,0
2020-01-01 00:22:00,2042447126181503,merchant_B,shopping,22.25,Bob,Brown,F,456 Oak St,Los Angeles,CA,85666,37.458319107804044,-99.64638076219836,926411,Doctor,1983-07-16 02:04:19,T22,1342844595,40.4743787401281,-115.75217532851457,0
2020-01-01 00:23:00,6748684041610559,merchant_C,shopping,345.92,Bob,Smith,F,456 Oak St,Chicago,NY,64232,37.840066881692096,-117.58636980239922,368206,Artist,1960-07-07 21:12:57,T23,1568145818,38.41505270309514,-76.11559446706922,0
2020-01-01 00:24:00,3713363219570698,merchant_C,food,373.3,Jane,Smith,F,456 Oak St,New York,NY,97647,36.82214735146321,-108.44437873216151,692865,Engineer,1993-06-19 17:11:18,T24,1431700484,35.38208849565116,-92.64219716799039,0
2020-01-01 00:25:00,8533523381365254,merchant_A,entertainment,64.98,John,Doe,M,456 Oak St,Chicago,NY,81066,36.50406252997694,-85.23182824621799,514712,Lawyer,1985-12-11 00:19:46,T25,1058781240,34.301282998456735,-101.64627957886496,0
2020-01-01 00:26:00,4200056599959279,merchant_A,food,291.7,Bob,Smith,F,456 Oak St,Chicago,NY,62185,37.3966004387253,-105.5012272863209,415083,Lawyer,1961-05-24 03:09:51,T26,1375142059,38.294027584247104,-82.48820739954142,0
2020-01-01 00:27:00,7642866300445436,merchant_B,entertainment,296.43,Alice,Taylor,F,456 Oak St,Los Angeles,NY,77665,34.023099500206705,-78.85477866088165,218505,Doctor,1981-04-20 19:42:20,T27,1521660878,35.98015277544434,-116.68244067081936,0
2020-01-01 00:28:00,8800527863067371,merchant_C,shopping,172.12,Alice,Smith,M,456 Oak St,Chicago,CA,10525,37.64912535267598,-74.56627150971394,433529,Artist,1998-01-18 18:51:21,T28,1046209364,35.24527748647955,-110.7317934030486,0
2020-01-01 00:29:00,7148111021460992,merchant_C,entertainment,184.29,Bob,Smith,M,789 Pine St,Los Angeles,IL,17840,38.48920545049352,-91.64722300182822,378334,Engineer,1984-07-16 14:29:37,T29,1334296527,34.42817445039879,-81.51937476581092,0
2020-01-01 00:30:00,8684649511410742,merchant_A,food,131.34,John,Brown,F,789 Pine St,New York,NY,77311,39.74658120618188,-91.18799806203775,982116,Artist,1973-07-16 21:50:50,T30,1464261828,40.66864326423685,-84.77537495634948,0
2020-01-01 00:31:00,7995808599820359,merchant_B,food,462.03,Alice,Doe,M,789 Pine St,New York,NY,58598,37.60193698748077,-109.23266958277583,66942,Engineer,1953-10-27 20:11:51,T31,1318210999,40.28705872872795,-79.65864421802692,1
2020-01-01 00:32:00,2808595587803640,merchant_A,food,11.8,Alice,Doe,F,789 Pine St,Chicago,CA,31819,34.57017365178476,-112.17071433688139,572606,Artist,1974-07-23 03:55:17,T32,1162980148,38.43717680279436,-78.26833591094316,0
2020-01-01 00:33:00,6374482285113032,merchant_A,shopping,257.09,Alice,Smith,M,789 Pine St,Los Angeles,IL,23260,37.13730541002468,-109.28241896845428,513295,Doctor,1955-07-20 00:57:35,T33,1007351480,37.753113510676386,-91.76489055576896,0
2020-01-01 00:34:00,2305218768977528,merchant_B,shopping,235.19,Alice,Doe,M,789 Pine St,Los Angeles,NY,99674,35.44202454702443,-113.4765618490951,92008,Doctor,1979-11-18 00:50:31,T34,1473832388,37.13706883744202,-83.76571662559729,0
2020-01-01 00:35:00,3505588361217147,merchant_C,food,355.34,John,Taylor,M,456 Oak St,Los Angeles,NY,65021,40.203475732463225,-103.21463159463963,735541,Artist,1988-12-25 03:44:16,T35,1173581012,40.50028037053937,-97.79349593662823,0
2020-01-01 00:36:00,9778091766650801,merchant_B,entertainment,365.98,John,Smith,M,456 Oak St,Chicago,CA,56451,40.18950385103528,-75.07798859151143,175285,Doctor,1952-05-17 17:19:05,T36,1212370016,35.472124498343106,-97.66365460486617,0
2020-01-01 00:37:00,9776611539157497,merchant_B,entertainment,10.18,Jane,Doe,F,123 Elm St,Los Angeles,CA,16996,36.580560900073316,-78.6981992350009,136027,Engineer,1989-01-12 05:26:12,T37,1342974734,39.90471511154243,-113.42335137481786,0
2020-01-01 00:38:00,9142865072243464,merchant_A,shopping,356.9,John,Brown,M,789 Pine St,New York,NY,27432,37.494557690555936,-106.72330448340361,597563,Lawyer,1983-10-19 19:05:13,T38,1063761459,40.818148169836235,-105.14594483465598,0
2020-01-01 00:39:00,5687725278806604,merchant_A,shopping,306.68,Jane,Taylor,M,456 Oak St,Los Angeles,CA,93423,35.17533224373503,-97.64334277929267,6909,Lawyer,1984-07-22 11:38:07,T39,1385305215,40.86488171241625,-101.49100824553916,1
2020-01-01 00:40:00,3452716106571166,merchant_A,entertainment,390.4,Bob,Smith,M,789 Pine St,Chicago,NY,13516,39.667880708465844,-104.58661256358681,690790,Doctor,1960-04-22 18:14:28,T40,1454884692,38.36162481963514,-107.5857586891446,0
2020-01-01 00:41:00,5207473097809484,merchant_A,shopping,313.57,John,Brown,M,123 Elm St,Chicago,NY,39928,35.25071321470104,-116.53299158145623,102460,Engineer,1976-09-26 04:25:36,T41,1405169179,37.027885120053625,-112.16763726005821,0
2020-01-01 00:42:00,7793193384496284,merchant_B,shopping,487.07,Jane,Taylor,F,123 Elm St,New York,IL,28393,35.56374024031111,-95.02136624571241,376685,Doctor,1979-04-02 16:14:00,T42,1497096821,35.99799198761651,-85.85503410088769,0
2020-01-01 00:43:00,1302630236926232,merchant_B,food,53.54,Bob,Brown,M,123 Elm St,Los Angeles,IL,12143,36.39575648144591,-103.26467123054721,827440,Doctor,1989-12-24 23:14:15,T43,1207508709,40.39530805063176,-97.41206938056507,0
2020-01-01 00:44:00,2576787873774384,merchant_C,shopping,128.99,Jane,Taylor,M,789 Pine St,Los Angeles,NY,95415,34.882332881914216,-95.24286840569235,385296,Engineer,1971-12-26 14:43:46,T44,1334354032,37.376169136456696,-77.41458178489125,0
2020-01-01 00:45:00,5167073355410593,merchant_B,food,21.91,Alice,Brown,M,789 Pine St,Chicago,IL,21089,40.239461360034085,-114.90890470847634,332455,Doctor,1950-07-09 16:28:50,T45,1276470348,34.38448219474462,-98.16274665381799,0
2020-01-01 00:46:00,6022738415482370,merchant_A,shopping,109.29,Alice,Doe,F,789 Pine St,Chicago,IL,71674,38.88483676541347,-110.0450495774086,570475,Lawyer,1973-09-26 05:21:01,T46,1500107320,34.16393164185408,-110.52487510782706,0
2020-01-01 00:47:00,1924419385886114,merchant_B,food,98.49,Alice,Doe,M,789 Pine St,Chicago,IL,97141,37.15240664398301,-89.1291362961419,536640,Engineer,1951-05-30 18:41:21,T47,1478557615,40.40755277585459,-105.14256853228657,0
2020-01-01 00:48:00,2836178092923292,merchant_B,shopping,313.01,Jane,Taylor,M,456 Oak St,Chicago,NY,47674,40.34945269851498,-109.59759827713938,974958,Engineer,1999-02-11 20:51:07,T48,1252358114,39.36747470542692,-117.76641543613978,0
2020-01-01 00:49:00,4301955671403820,merchant_B,entertainment,425.67,Bob,Taylor,M,789 Pine St,Los Angeles,NY,42295,39.167968997663905,-100.68460998107443,569790,Artist,1965-11-19 22:55:04,T49,1526541859,35.33248396489708,-110.13232905710076,0
2020-01-01 00:50:00,2787851739984744,merchant_C,entertainment,114.31,Alice,Brown,M,456 Oak St,New York,CA,97623,38.93301415792038,-101.54626022733783,738797,Doctor,1978-01-05 05:47:41,T50,1237347013,40.529742848263,-92.78710248278092,0
2020-01-01 00:51:00,2607272466351590,merchant_B,entertainment,377.65,John,Taylor,M,789 Pine St,New York,IL,26504,34.54762269927936,-96.39910723874058,104681,Engineer,1992-01-05 07:04:35,T51,1431417755,35.8240594171158,-115.67471064769407,0
2020-01-01 00:52:00,4037970642307264,merchant_B,entertainment,280.4,John,Taylor,F,456 Oak St,New York,IL,27743,34.645178525104846,-79.87876324456414,279517,Lawyer,1970-09-23 20:40:42,T52,1080021238,40.643024098336795,-89.61057851846776,0
2020-01-01 00:53:00,8815398386935122,merchant_C,food,430.97,Jane,Brown,M,123 Elm St,Chicago,IL,26833,35.43519133197947,-102.10160992173407,780295,Doctor,1980-06-04 09:10:12,T53,1107774612,34.177245541460195,-103.69722011306753,0
2020-01-01 00:54:00,1034888389590111,merchant_B,entertainment,111.61,Alice,Doe,F,123 Elm St,Los Angeles,IL,97362,37.64774697634183,-81.53913233649895,500611,Lawyer,1963-12-13 17:45:20,T54,1139144291,34.43947433937537,-102.56201807680984,0
2020-01-01 00:55:00,3145707937999674,merchant_A,shopping,306.3,Bob,Doe,F,789 Pine St,New York,NY,35954,36.48630573107798,-102.4773260664447,875057,Lawyer,1960-09-12 02:42:48,T55,1492713520,35.063627441384625,-85.18554415122338,0
2020-01-01 00:56:00,9370366656631256,merchant_A,food,178.55,Alice,Doe,M,789 Pine St,Chicago,CA,69673,38.26983572478792,-86.85701728984554,981499,Doctor,1989-04-13 05:48:54,T56,1014504306,37.983385214212724,-95.19493133216886,0
2020-01-01 00:57:00,9428931940132878,merchant_C,shopping,258.89,Bob,Doe,M,123 Elm St,Chicago,CA,49675,36.197233596532975,-76.08537949704635,428078,Engineer,1997-10-06 04:05:16,T57,1144838079,36.676224272040585,-111.2542145848727,0
2020-01-01 00:58:00,9399435338546643,merchant_C,entertainment,336.17,Bob,Smith,F,123 Elm St,Chicago,NY,18759,38.15375566617519,-94.34611303532955,77370,Lawyer,1973-02-28 02:05:11,T58,1131638335,40.76747858503191,-77.23286507582625,0
2020-01-01 00:59:00,5254440041378739,merchant_A,food,272.46,John,Brown,M,456 Oak St,Los Angeles,CA,55709,37.54960099401185,-92.78270594925283,673687,Lawyer,1966-12-28 16:32:02,T59,1281770646,37.2867839386616,-102.33701047036818,0
2020-01-01 01:00:00,6584621641036458,merchant_C,food,65.84,John,Taylor,F,123 Elm St,Los Angeles,IL,39067,36.18809583957242,-82.66000111579464,703650,Artist,1991-01-09 14:40:46,T60,1242254606,37.64577756885172,-82.08827525634928,0
2020-01-01 01:01:00,8336164439998014,merchant_A,food,393.77,Alice,Brown,M,456 Oak St,Los Angeles,NY,62173,37.90471761199061,-87.37716105647453,599766,Doctor,1977-09-26 08:32:25,T61,1110028026,36.72611042659563,-97.9523654427397,0
2020-01-01 01:02:00,8886283055765701,merchant_A,food,99.6,Bob,Smith,F,123 Elm St,Chicago,IL,72019,35.295291128887406,-95.12325991547883,125790,Engineer,1963-09-02 07:56:19,T62,1155319883,34.900185325245666,-83.79028656341369,0
2020-01-01 01:03:00,2901531295632109,merchant_B,entertainment,330.62,Alice,Smith,M,456 Oak St,Chicago,NY,86512,37.95708769243363,-97.78387894797604,182804,Engineer,1976-01-14 13:59:38,T63,1241904845,35.12501814375743,-115.08863937911927,0
2020-01-01 01:04:00,6674189316252107,merchant_A,food,466.17,Jane,Doe,F,789 Pine St,Los Angeles,IL,99050,35.56164777265036,-74.5582306489073,82560,Artist,1990-07-05 20:11:39,T64,1141908067,40.358727752141036,-113.39809359027744,0
2020-01-01 01:05:00,2747511404508769,merchant_B,shopping,408.64,Bob,Taylor,F,456 Oak St,Chicago,IL,50390,40.26084877665283,-92.36648771748872,816748,Doctor,1963-06-14 14:34:36,T65,1303704750,40.57433552633245,-76.72924526329766,0
2020-01-01 01:06:00,4306125810324330,merchant_A,entertainment,83.32,Bob,Smith,F,123 Elm St,New York,IL,98018,34.17039434223633,-94.53608628811251,355617,Engineer,1981-11-26 10:13:21,T66,1229063799,36.74817733486443,-84.21059610897065,0
2020-01-01 01:07:00,4458563082322407,merchant_B,entertainment,468.89,John,Doe,F,456 Oak St,New York,CA,41339,39.97636112940312,-92.49883864318502,392552,Engineer,1979-11-12 16:05:05,T67,1528923521,34.89117262189231,-94.6536689432268,0
2020-01-01 01:08:00,1852568403640425,merchant_C,food,161.68,John,Taylor,F,789 Pine St,New York,CA,80206,39.56223449804884,-87.12057806416385,234846,Engineer,1956-10-09 18:18:34,T68,1457683839,34.9123202724122,-102.17326329273935,0
2020-01-01 01:09:00,6806776636903563,merchant_B,food,126.64,John,Doe,F,789 Pine St,New York,NY,53337,36.96369248293984,-108.10358594542146,403797,Artist,1973-07-09 18:12:15,T69,1084543053,40.82904768626607,-112.07264432893679,0
2020-01-01 01:10:00,2934037891014132,merchant_A,shopping,450.29,Alice,Taylor,F,789 Pine St,Chicago,IL,28583,40.857825531575365,-90.63406203367603,437034,Doctor,1983-11-17 18:59:03,T70,1389188433,37.73329903796708,-95.22295814515226,0
2020-01-01 01:11:00,9476899556417870,merchant_A,food,469.23,Alice,Smith,M,456 Oak St,Chicago,IL,52452,37.09892288358071,-90.91107327049671,712743,Doctor,1952-10-28 05:25:07,T71,1042477747,38.732118866425566,-99.56666623413166,0
2020-01-01 01:12:00,9904261725700631,merchant_B,shopping,157.97,Bob,Brown,M,123 Elm St,New York,NY,18524,34.017918746683506,-115.45321134730578,267641,Artist,1962-12-07 11:04:31,T72,1012631606,36.026574578372795,-74.774797539605,0
2020-01-01 01:13:00,5802499813412479,merchant_C,entertainment,263.37,Jane,Taylor,F,789 Pine St,Los Angeles,NY,85139,35.27454175261173,-93.39024074340062,654677,Doctor,1976-06-04 14:04:44,T73,1529353126,37.64247923400765,-110.77063760621319,0
2020-01-01 01:14:00,7120836139797745,merchant_A,shopping,94.61,Jane,Smith,M,789 Pine St,Chicago,NY,91913,40.00935206642975,-111.96584509908908,595793,Lawyer,1966-11-07 12:31:34,T74,1438176073,40.074941031542906,-102.42314462025607,0
2020-01-01 01:15:00,3503579932697631,merchant_C,shopping,105.63,Alice,Smith,F,456 Oak St,New York,CA,63058,40.36287452307365,-82.07832891507024,364551,Engineer,1955-09-23 07:43:49,T75,1057322262,34.31732233406962,-78.1717388519693,0
2020-01-01 01:16:00,8578696404892360,merchant_C,food,80.09,Jane,Brown,F,789 Pine St,Los Angeles,NY,75983,35.91426940953583,-96.73632582099644,203061,Engineer,1999-09-13 18:00:34,T76,1072047407,34.08400682406297,-79.1798301681435,0
2020-01-01 01:17:00,9676654185853792,merchant_B,entertainment,339.07,Jane,Taylor,M,456 Oak St,Chicago,IL,58187,34.162352162581556,-114.30623921428266,372291,Lawyer,1980-01-23 18:13:40,T77,1169720263,34.41177869286139,-77.8956274388672,0
2020-01-01 01:18:00,6346901824192660,merchant_A,entertainment,113.8,Alice,Doe,M,789 Pine St,Chicago,NY,12324,36.43722707144748,-99.49417396430941,961638,Artist,1974-06-08 19:48:14,T78,1087948578,40.37448194683521,-85.3602038893596,0
2020-01-01 01:19:00,3988553904996550,merchant_B,entertainment,3.36,John,Taylor,F,789 Pine St,Chicago,CA,38950,36.82260146571978,-75.86607779182862,593961,Doctor,1967-03-27 03:35:07,T79,1445558697,35.17550394416559,-106.05223564637127,0
2020-01-01 01:20:00,3097903327563060,merchant_B,food,450.16,Jane,Smith,M,789 Pine St,Los Angeles,NY,97898,34.10091868757006,-98.94537142742632,704563,Lawyer,1998-05-06 07:40:33,T80,1296908741,39.93465746958621,-107.56843742675174,0
2020-01-01 01:21:00,7162900028014155,merchant_A,food,188.44,Jane,Taylor,M,123 Elm St,Chicago,CA,51670,37.70691537948765,-76.11220256268707,533113,Engineer,1969-11-20 13:02:38,T81,1407582892,38.74880089926515,-94.0270555314756,0
2020-01-01 01:22:00,5447631388200234,merchant_B,shopping,248.97,Bob,Taylor,M,789 Pine St,Los Angeles,IL,11450,40.30772630045671,-86.75966510257439,99969,Engineer,1963-10-15 14:12:46,T82,1538153915,35.11767669976162,-94.64514820510067,1
2020-01-01 01:23:00,1936339270688773,merchant_A,food,463.73,Bob,Brown,F,123 Elm St,Chicago,NY,62673,36.336784212043064,-94.18850820246617,25482,Artist,1967-02-28 09:50:29,T83,1395520457,40.895430684394604,-90.95664881364817,0
2020-01-01 01:24:00,4767613516613064,merchant_A,food,33.75,Bob,Brown,M,789 Pine St,Chicago,IL,90118,35.682706945192656,-114.29864874973761,480639,Lawyer,1974-12-16 21:10:05,T84,1176478267,40.48734913829871,-103.67727804851063,0
2020-01-01 01:25:00,7210484397302617,merchant_C,entertainment,136.85,Bob,Doe,F,456 Oak St,Los Angeles,NY,39608,38.87134336034309,-112.4239886758321,439887,Engineer,1953-01-15 04:51:11,T85,1494277875,38.03876013396113,-110.65630428395279,0
2020-01-01 01:26:00,6194010000491363,merchant_C,food,287.31,Bob,Brown,F,123 Elm St,New York,NY,16733,35.40523266277073,-86.51641557346647,544594,Doctor,1982-10-17 18:22:41,T86,1231811596,40.484785995351686,-84.24115637918763,0
2020-01-01 01:27:00,3350942976694507,merchant_C,shopping,435.52,John,Brown,F,456 Oak St,New York,IL,45709,36.83272468086449,-96.42147249855637,862654,Artist,1989-02-08 13:11:29,T87,1070518856,35.14740547841249,-109.37016440309547,0
2020-01-01 01:28:00,5333460163893980,merchant_C,food,19.97,Alice,Taylor,F,123 Elm St,New York,IL,34856,35.398582870618434,-96.31973478538833,476584,Engineer,1978-09-14 14:43:55,T88,1152241914,40.976899966010976,-104.51816979118988,0
2020-01-01 01:29:00,3291102388892514,merchant_B,shopping,225.91,Bob,Smith,F,456 Oak St,New York,NY,62333,36.33315749305695,-111.1363622974206,416226,Doctor,1950-03-18 03:53:34,T89,1298875243,40.408152878442124,-78.37728402794926,1
2020-01-01 01:30:00,8362036325014106,merchant_B,entertainment,164.47,Bob,Taylor,M,123 Elm St,Chicago,CA,68201,34.08479599878197,-85.94524902831705,25308,Artist,1967-03-06 06:14:48,T90,1339587231,38.42762430852644,-84.71763646697647,0
2020-01-01 01:31:00,2888059255305571,merchant_A,food,167.61,Alice,Taylor,F,789 Pine St,New York,IL,53078,34.73563902055473,-90.57877863946533,421073,Artist,1959-10-28 09:09:34,T91,1124373419,35.84843966201484,-101.00601800745125,0
2020-01-01 01:32:00,4563573521975045,merchant_C,food,270.07,John,Taylor,M,789 Pine St,Chicago,IL,24517,39.58966996397939,-97.77774949815787,473281,Lawyer,1978-10-15 11:57:14,T92,1500491312,39.87524226987255,-96.88037490073916,0
2020-01-01 01:33:00,2430292678574180,merchant_C,food,234.9,Alice,Doe,M,456 Oak St,Chicago,NY,74797,36.902408765946774,-115.4926476852448,891257,Artist,1983-06-17 08:07:18,T93,1399354505,34.41893720398162,-101.73667384772406,0
2020-01-01 01:34:00,1127070369180871,merchant_B,shopping,441.46,Bob,Taylor,M,789 Pine St,Los Angeles,CA,36513,35.02027651979622,-95.8976882926165,816106,Engineer,1951-06-22 13:38:39,T94,1373120248,35.42285116267436,-106.84407027892168,0
2020-01-01 01:35:00,3310694863241471,merchant_A,entertainment,315.49,Alice,Brown,F,123 Elm St,Los Angeles,IL,37408,35.072249072482904,-109.77955653447542,45056,Engineer,1999-08-23 17:19:46,T95,1326187910,37.677878585841015,-108.83690386013828,0
2020-01-01 01:36:00,4875344233973213,merchant_C,shopping,109.09,Jane,Doe,F,456 Oak St,New York,CA,39156,38.589264237080556,-91.01046064768211,457280,Lawyer,1994-02-22 07:49:59,T96,1424534150,40.701827065640934,-75.68504874790946,0
2020-01-01 01:37:00,6963239161622372,merchant_A,entertainment,66.34,Alice,Doe,F,123 Elm St,Los Angeles,IL,57712,36.238291762166575,-92.27497340053193,155830,Lawyer,1965-02-22 20:33:12,T97,1134276892,40.48407000070623,-111.47986298677087,0
2020-01-01 01:38:00,3168494739679828,merchant_C,entertainment,187.29,Alice,Smith,M,123 Elm St,Chicago,CA,57707,38.58246707959799,-82.11416843324864,447371,Doctor,1951-08-20 00:42:50,T98,1345044446,36.61243861652473,-79.09214304904114,0
2020-01-01 01:39:00,3268839093220707,merchant_A,food,116.14,Jane,Doe,F,789 Pine St,New York,CA,79843,38.75110266959629,-111.9990813579489,151529,Doctor,1970-12-13 21:00:48,T99,1136038795,36.816458368435896,-79.68082441968124,0
2020-01-01 01:40:00,2600119947811636,merchant_C,food,487.81,Alice,Taylor,M,456 Oak St,Chicago,CA,10635,39.57666489362238,-106.73926745003058,258378,Engineer,1974-02-25 20:50:43,T100,1546278395,34.96367380545829,-111.96570678305868,0
2020-01-01 01:41:00,8805377656921260,merchant_A,food,218.08,John,Brown,F,456 Oak St,Chicago,NY,38763,39.23947321104899,-75.41564166155072,600294,Artist,1989-07-07 10:14:10,T101,1242526194,36.30658658201192,-75.82784336881018,0
2020-01-01 01:42:00,2424796743362963,merchant_B,entertainment,374.4,Bob,Doe,F,123 Elm St,Los Angeles,NY,67867,34.64509221160079,-92.78708258884969,381645,Lawyer,1956-07-17 00:25:19,T102,1061229007,38.034196365920494,-79.0516968991108,0
2020-01-01 01:43:00,2696281429176947,merchant_C,entertainment,373.24,John,Smith,M,456 Oak St,New York,NY,64344,34.824857280400465,-92.78962844055229,73811,Lawyer,1991-02-13 08:59:52,T103,1337127139,40.8711876966738,-113.66122414914128,0
2020-01-01 01:44:00,7675758478456496,merchant_A,food,153.96,Jane,Smith,M,789 Pine St,Los Angeles,IL,82081,36.97965471333166,-112.12858270721684,13121,Engineer,1955-08-01 16:25:54,T104,1468676530,34.0709903652167,-106.63452009749642,1
2020-01-01 01:45:00,5017562096135998,merchant_B,entertainment,61.4,Jane,Doe,M,123 Elm St,Los Angeles,NY,85242,39.28183598181927,-104.52454331840197,395830,Artist,1987-03-23 09:55:20,T105,1435373637,37.580522661146375,-115.70342425271255,0
2020-01-01 01:46:00,7926860748423897,merchant_A,entertainment,8.81,Bob,Doe,F,123 Elm St,Los Angeles,IL,93323,35.84748148450608,-90.90731099135031,811936,Lawyer,1953-10-13 07:57:50,T106,1534950245,40.74729073686662,-78.03867176417998,0
2020-01-01 01:47:00,9183090265140864,merchant_B,shopping,359.35,Jane,Smith,F,123 Elm St,Chicago,CA,83675,34.50661254233696,-83.44735784425941,715221,Lawyer,1968-06-17 18:43:15,T107,1473876346,37.20952068959029,-100.71031071104564,0
2020-01-01 01:48:00,5382310168823901,merchant_A,entertainment,220.91,Alice,Doe,M,789 Pine St,New York,NY,54950,38.662146702597894,-83.89201335062424,74191,Artist,1965-01-17 14:22:38,T108,1190780875,34.30447471346858,-88.76427964029475,0
